N0:347
N1:72
NR:20
NM:2
BEGIN DATA:
truth,19,truth,0
truth,32,truth,1
truth,47,truth,1
truth,53,truth,0
truth,99,truth,0
truth,100,truth,0
truth,152,truth,0
truth,167,truth,0
truth,177,truth,0
truth,180,truth,0
truth,192,truth,0
truth,226,truth,0
truth,249,truth,0
truth,349,truth,0
truth,366,truth,0
truth,418,truth,0
truth,479,truth,0
truth,600,truth,0
truth,661,truth,0
truth,685,truth,0
truth,710,truth,1
truth,720,truth,0
truth,743,truth,0
truth,753,truth,1
truth,822,truth,0
truth,924,truth,0
truth,956,truth,0
truth,967,truth,0
truth,985,truth,0
truth,991,truth,0
truth,992,truth,0
truth,994,truth,0
truth,1016,truth,0
truth,1017,truth,0
truth,1018,truth,0
truth,1020,truth,0
truth,1031,truth,0
truth,1035,truth,0
truth,1036,truth,0
truth,1038,truth,0
truth,1040,truth,0
truth,1041,truth,0
truth,1094,truth,0
truth,1145,truth,0
truth,1232,truth,0
truth,1305,truth,1
truth,1367,truth,0
truth,1419,truth,1
truth,1545,truth,0
truth,1572,truth,0
truth,1598,truth,0
truth,1604,truth,0
truth,1618,truth,0
truth,1623,truth,0
truth,1629,truth,0
truth,1657,truth,0
truth,1663,truth,0
truth,1731,truth,0
truth,1760,truth,1
truth,1778,truth,0
truth,1841,truth,0
truth,1889,truth,0
truth,1933,truth,0
truth,1965,truth,0
truth,1976,truth,0
truth,1979,truth,0
truth,1981,truth,0
truth,1983,truth,1
truth,1993,truth,0
truth,1998,truth,0
truth,1999,truth,0
truth,2024,truth,1
truth,2039,truth,0
truth,2041,truth,0
truth,2043,truth,0
truth,2044,truth,0
truth,2048,truth,0
truth,2055,truth,0
truth,2074,truth,0
truth,2075,truth,0
truth,2077,truth,0
truth,2083,truth,0
truth,2128,truth,0
truth,2130,truth,0
truth,2138,truth,0
truth,2297,truth,0
truth,2306,truth,1
truth,2364,truth,0
truth,2404,truth,0
truth,2415,truth,0
truth,2629,truth,0
truth,2746,truth,0
truth,2835,truth,0
truth,2846,truth,0
truth,2984,truth,0
truth,3025,truth,0
truth,3213,truth,0
truth,3240,truth,0
truth,3385,truth,0
truth,3443,truth,1
truth,3457,truth,0
truth,3795,truth,0
truth,3828,truth,0
truth,3834,truth,0
truth,3896,truth,0
truth,3915,truth,0
truth,4157,truth,1
truth,4194,truth,1
truth,4223,truth,1
truth,4265,truth,0
truth,4327,truth,0
truth,4523,truth,1
truth,4646,truth,1
truth,4746,truth,0
truth,4809,truth,1
truth,5135,truth,0
truth,5179,truth,1
truth,5281,truth,0
truth,5545,truth,0
truth,5556,truth,0
truth,5566,truth,0
truth,5576,truth,0
truth,5589,truth,0
truth,5636,truth,0
truth,5656,truth,0
truth,5729,truth,0
truth,5789,truth,0
truth,6162,truth,1
truth,6259,truth,0
truth,6276,truth,0
truth,6339,truth,0
truth,6368,truth,0
truth,6559,truth,0
truth,6755,truth,0
truth,6844,truth,0
truth,6932,truth,0
truth,7294,truth,0
truth,7302,truth,0
truth,7320,truth,0
truth,7343,truth,0
truth,7371,truth,0
truth,7383,truth,0
truth,7414,truth,0
truth,7415,truth,0
truth,7416,truth,0
truth,7556,truth,0
truth,7592,truth,0
truth,7593,truth,0
truth,7595,truth,0
truth,7713,truth,0
truth,7756,truth,1
truth,7807,truth,0
truth,7808,truth,0
truth,7809,truth,0
truth,7812,truth,0
truth,7899,truth,0
truth,7994,truth,0
truth,7996,truth,0
truth,8004,truth,1
truth,8070,truth,0
truth,8179,truth,0
truth,8180,truth,0
truth,8181,truth,1
truth,8183,truth,0
truth,8194,truth,0
truth,8284,truth,0
truth,8345,truth,0
truth,8346,truth,0
truth,8350,truth,0
truth,8420,truth,0
truth,8442,truth,0
truth,8504,truth,0
truth,8505,truth,0
truth,8588,truth,1
truth,8594,truth,0
truth,8596,truth,0
truth,8598,truth,0
truth,8662,truth,0
truth,8701,truth,0
truth,9141,truth,0
truth,9168,truth,1
truth,9708,truth,1
truth,9723,truth,0
truth,9762,truth,0
truth,9894,truth,1
truth,9955,truth,0
truth,9956,truth,0
truth,9965,truth,0
truth,9998,truth,0
truth,10120,truth,0
truth,10331,truth,1
truth,10382,truth,0
truth,10396,truth,0
truth,10410,truth,0
truth,10552,truth,0
truth,10612,truth,0
truth,10621,truth,0
truth,10701,truth,0
truth,10742,truth,0
truth,10743,truth,0
truth,10840,truth,0
truth,10942,truth,0
truth,10988,truth,0
truth,11030,truth,1
truth,11034,truth,0
truth,11043,truth,0
truth,11101,truth,0
truth,11287,truth,0
truth,11619,truth,0
truth,11692,truth,0
truth,11848,truth,0
truth,11867,truth,0
truth,12086,truth,0
truth,12161,truth,0
truth,12196,truth,0
truth,12293,truth,0
truth,12348,truth,0
truth,12397,truth,0
truth,12481,truth,0
truth,12709,truth,0
truth,12912,truth,0
truth,13318,truth,0
truth,13419,truth,0
truth,13573,truth,0
truth,13588,truth,0
truth,13870,truth,1
truth,13918,truth,0
